Date	observed	5%	95%	BMA	SWAT	HECHMS	hymod	Modified SCS-CN
1/1/2003	14.16	4.90	29.11	12.10	30.38	11.93	2.29	0.00
1/2/2003	15.18	3.85	30.16	13.16	29.62	13.93	2.33	0.00
1/3/2003	16.34	2.60	31.42	14.41	29.46	15.94	2.40	0.00
1/4/2003	17.33	2.61	31.40	14.39	29.27	16.01	2.46	0.00
1/5/2003	18.24	2.54	31.47	14.46	29.35	16.08	2.51	0.00
1/6/2003	18.69	3.18	30.83	13.82	29.30	15.11	2.55	0.00
1/7/2003	18.69	3.55	30.45	13.45	28.89	14.15	2.58	2.08
1/8/2003	18.55	4.36	29.63	12.63	28.05	13.30	2.60	2.08
1/9/2003	18.24	5.28	28.71	11.71	26.84	12.46	2.61	2.08
1/10/2003	17.81	6.23	27.76	10.76	25.36	11.72	2.61	2.07
1/11/2003	17.27	7.22	26.76	9.76	23.74	10.97	2.60	2.05
1/12/2003	16.65	8.17	25.81	8.82	22.06	10.32	2.58	2.05
1/13/2003	15.94	9.11	24.86	7.87	20.40	9.67	2.57	2.05
1/14/2003	15.23	9.98	23.99	7.00	18.83	9.09	2.55	2.04
1/15/2003	14.41	10.81	23.16	6.17	17.35	8.52	2.52	2.04
1/16/2003	13.85	11.57	22.40	5.41	16.00	8.01	2.50	2.04
1/17/2003	13.03	12.20	21.77	4.78	14.77	7.50	2.50	2.50
1/18/2003	12.35	12.76	21.20	4.22	13.63	7.06	2.52	2.93
1/19/2003	11.72	10.20	20.67	3.68	12.90	6.61	2.53	2.87
1/20/2003	11.13	10.24	20.25	3.26	12.38	6.22	2.54	2.82
1/21/2003	10.53	9.98	19.87	2.88	12.04	5.82	2.55	2.76
1/22/2003	10.11	9.96	19.71	2.72	11.78	5.47	2.60	3.58
1/23/2003	9.83	2.99	19.49	2.50	11.34	5.12	2.66	4.37
1/24/2003	9.40	2.96	19.42	2.44	11.83	4.82	2.72	4.22
1/25/2003	8.83	2.12	19.38	2.39	12.38	4.52	2.77	4.08
1/26/2003	8.27	2.31	19.34	2.36	12.89	4.26	2.81	3.94
1/27/2003	7.79	2.23	19.25	2.26	13.21	3.99	2.83	3.81
1/28/2003	7.36	2.22	19.08	2.10	13.26	3.75	2.84	3.69
1/29/2003	6.99	2.01	18.85	1.86	13.06	3.51	2.83	3.58
1/30/2003	6.80	1.56	18.71	1.72	12.65	3.34	2.86	4.16
1/31/2003	6.91	1.23	18.57	1.58	12.08	3.17	2.94	4.96
2/1/2003	6.85	1.24	18.36	1.37	11.62	3.05	3.02	5.01
2/2/2003	6.74	1.11	18.13	1.15	11.29	2.92	3.10	4.82
2/3/2003	6.60	0.88	17.94	0.95	11.13	2.75	3.16	4.63
2/4/2003	6.54	0.84	17.80	0.81	11.11	2.59	3.20	4.45
2/5/2003	6.46	0.56	17.66	0.67	11.08	2.39	3.25	4.45
2/6/2003	6.37	0.53	17.51	0.52	10.99	2.20	3.29	4.47
2/7/2003	7.08	2.95	20.35	3.36	10.83	5.16	3.57	9.82
2/8/2003	9.20	5.64	22.99	6.00	10.22	8.12	3.94	14.86
2/9/2003	10.36	7.59	26.37	9.38	11.76	12.84	4.31	14.02
2/10/2003	11.55	3.54	30.43	13.44	13.89	17.57	4.81	15.82
2/11/2003	13.68	0.74	31.00	16.24	16.38	20.01	5.39	18.23
2/12/2003	14.81	1.86	28.82	18.83	19.84	22.44	5.93	17.87
2/13/2003	15.38	2.56	28.52	19.53	22.88	22.34	6.37	16.82
2/14/2003	15.69	3.14	23.10	20.11	25.50	22.24	6.68	15.84
2/15/2003	15.43	2.74	21.70	19.71	27.47	20.92	6.86	14.93
2/16/2003	15.21	2.07	23.03	19.04	28.55	19.60	6.92	14.07
2/17/2003	15.97	4.39	20.34	21.37	28.76	21.39	7.29	20.11
2/18/2003	17.73	6.31	21.27	23.29	27.89	23.18	7.75	25.82
2/19/2003	19.45	8.33	28.29	25.31	28.58	26.40	8.18	24.28
2/20/2003	20.61	10.43	34.39	27.41	29.50	29.61	8.51	22.81
2/21/2003	21.89	9.69	33.65	26.67	30.87	28.19	8.69	21.44
2/22/2003	22.80	8.91	32.87	25.89	32.06	26.77	8.76	20.16
2/23/2003	23.76	10.75	34.71	27.73	32.62	27.53	9.18	26.59
2/24/2003	24.55	12.27	36.23	29.24	32.37	28.30	9.71	32.62
2/25/2003	25.49	13.03	36.98	30.00	31.92	30.26	10.18	30.60
2/26/2003	26.11	13.87	37.84	30.85	31.68	32.22	10.52	28.71
2/27/2003	26.53	13.11	37.07	30.09	32.24	30.76	10.90	28.76
2/28/2003	27.24	12.66	36.61	29.63	32.99	29.30	11.37	30.13
3/1/2003	28.26	11.87	35.83	28.85	33.29	28.10	11.78	29.58
3/2/2003	29.45	11.32	35.27	28.29	33.73	26.91	12.26	30.00
3/3/2003	30.58	10.69	34.64	27.66	33.98	25.69	12.67	30.44
3/4/2003	30.87	9.96	32.92	26.94	35.24	24.48	12.92	28.58
3/5/2003	30.87	9.13	31.09	26.11	36.38	23.12	13.03	26.90
3/6/2003	30.58	8.20	32.17	25.18	37.13	21.76	12.98	25.34
3/7/2003	30.87	8.91	32.88	25.90	37.31	21.86	13.17	28.60
3/8/2003	32.85	9.83	33.82	26.82	36.63	21.96	13.65	34.52
3/9/2003	35.68	10.49	36.48	27.48	36.25	22.96	14.15	35.25
3/10/2003	37.38	10.94	39.92	27.93	36.88	23.96	14.52	33.06
3/11/2003	38.23	10.06	41.04	27.05	37.72	22.77	14.69	31.01
3/12/2003	38.23	9.17	43.15	26.15	38.43	21.58	14.65	29.09
3/13/2003	37.66	8.05	42.03	25.03	38.54	20.30	14.41	27.30
3/14/2003	37.10	6.74	40.72	23.73	37.88	19.01	14.08	25.84
3/15/2003	37.94	5.57	39.55	22.55	36.51	18.12	13.74	24.92
3/16/2003	40.49	5.39	41.39	22.39	34.60	17.22	13.88	30.51
3/17/2003	43.04	6.00	44.02	23.01	32.05	18.07	14.16	35.30
3/18/2003	44.46	5.97	46.96	22.96	30.86	18.93	14.54	34.06
3/19/2003	44.74	5.23	46.22	22.22	30.04	18.51	14.86	32.91
3/20/2003	48.14	4.56	49.54	21.55	29.95	18.08	15.01	30.87
3/21/2003	70.51	22.65	68.93	49.79	30.10	33.89	22.76	74.69
3/22/2003	92.03	38.77	93.71	79.23	26.21	49.69	33.56	115.70
3/23/2003	108.74	57.70	110.24	81.97	42.48	72.86	44.62	108.24
3/24/2003	112.42	77.18	111.64	94.41	60.72	96.04	54.40	101.22
3/25/2003	109.30	79.63	113.89	96.76	79.88	92.22	62.14	94.67
3/26/2003	104.49	81.11	115.33	98.21	95.94	88.40	67.60	88.55
3/27/2003	99.39	79.95	114.20	97.07	106.50	83.12	70.84	82.84
3/28/2003	94.01	76.96	111.24	94.09	111.00	77.83	72.08	77.50
3/29/2003	87.22	73.00	107.29	90.14	110.60	73.20	71.75	72.95
3/30/2003	79.85	67.95	102.21	85.07	106.40	68.57	70.17	68.79
3/31/2003	72.49	62.57	96.79	79.68	99.58	64.52	67.77	65.30
4/1/2003	65.70	56.66	90.81	73.73	90.89	60.48	64.68	62.00
4/2/2003	59.18	50.75	84.84	67.79	81.57	56.93	61.08	58.04
4/3/2003	53.24	44.90	78.94	61.92	72.32	53.38	57.13	54.34
4/4/2003	47.57	39.51	73.52	56.52	63.65	50.21	52.98	50.87
4/5/2003	43.61	34.42	68.41	51.41	55.80	47.04	48.77	47.64
4/6/2003	40.21	29.88	63.86	46.87	48.84	44.24	44.59	44.61
4/7/2003	38.79	25.70	59.67	42.68	42.77	41.44	40.65	42.02
4/8/2003	41.06	26.88	60.88	43.88	37.53	43.61	37.86	49.90
4/9/2003	47.86	30.58	64.74	47.66	32.85	45.78	38.29	71.04
4/10/2003	71.64	48.20	82.72	65.46	29.27	67.19	43.27	98.96
4/11/2003	99.11	66.27	101.19	83.73	30.92	88.60	50.33	120.45
4/12/2003	116.67	79.17	117.05	96.61	45.27	100.81	57.48	123.07
4/13/2003	121.76	90.89	125.67	108.28	61.32	113.02	63.56	116.11
4/14/2003	122.05	91.21	125.71	108.46	77.05	107.78	68.00	108.57
4/15/2003	121.76	90.80	125.14	107.97	90.34	102.55	70.67	101.54
4/16/2003	121.48	88.45	122.73	105.59	99.16	96.44	71.62	94.96
4/17/2003	117.80	84.64	118.89	101.76	103.10	90.34	71.07	88.82
4/18/2003	109.87	79.98	114.20	97.08	102.60	84.96	69.28	83.08
4/19/2003	99.39	74.40	108.59	91.49	98.95	79.59	66.51	77.72
4/20/2003	88.35	68.61	89.77	85.69	93.12	74.85	63.04	72.72
4/21/2003	77.30	62.50	96.61	79.55	86.06	70.11	59.09	68.04
4/22/2003	68.81	56.67	90.75	73.71	78.51	65.94	54.91	63.77
4/23/2003	60.88	50.89	74.94	67.91	70.95	61.76	50.65	59.78
4/24/2003	53.52	45.55	75.57	62.56	63.68	58.09	46.40	55.96
4/25/2003	47.86	40.40	64.41	57.41	56.91	54.41	42.26	52.39
4/26/2003	45.31	38.18	62.19	55.18	50.73	53.32	38.94	54.69
4/27/2003	43.61	36.19	60.22	53.20	45.06	52.22	36.28	57.51
4/28/2003	42.48	34.47	58.51	51.48	40.75	52.51	33.97	54.47
4/29/2003	41.06	32.87	56.92	49.89	37.11	52.79	31.85	51.00
4/30/2003	39.36	29.52	53.56	46.54	34.19	49.93	29.80	47.76
5/1/2003	36.81	26.34	50.37	43.35	31.71	47.06	27.80	44.73
5/2/2003	33.41	23.29	57.31	40.30	29.44	44.24	25.83	41.89
5/3/2003	29.45	20.33	44.34	37.33	27.29	41.41	23.96	39.33
5/4/2003	26.65	22.15	46.20	39.17	25.23	41.98	23.41	50.97
5/5/2003	24.72	23.92	58.05	40.98	23.54	42.54	23.43	61.84
5/6/2003	24.24	23.66	57.79	40.72	20.49	44.70	23.69	58.03
5/7/2003	24.44	24.17	58.30	41.23	19.48	46.87	23.99	54.85
5/8/2003	24.27	22.88	56.97	39.92	22.17	44.42	24.14	51.73
5/9/2003	23.84	22.21	56.24	39.22	26.87	41.98	24.02	48.43
5/10/2003	23.64	21.66	55.65	38.65	31.98	39.48	23.62	45.35
5/11/2003	23.93	20.96	54.94	37.95	36.54	36.98	22.94	42.47
5/12/2003	24.49	20.17	54.13	37.15	40.12	34.76	22.04	39.78
5/13/2003	24.69	18.96	52.93	35.94	42.31	32.54	20.95	37.27
5/14/2003	24.04	17.50	51.46	34.48	43.03	30.58	19.75	34.93
5/15/2003	22.74	15.72	49.69	32.70	42.66	28.62	18.51	32.77
5/16/2003	21.04	13.91	47.87	30.89	41.53	26.92	17.30	30.78
5/17/2003	19.31	11.94	45.91	28.92	39.87	25.22	16.11	28.89
5/18/2003	17.53	10.01	43.98	26.99	37.89	23.70	14.96	27.10
5/19/2003	15.86	8.05	42.01	25.03	35.73	22.18	13.85	25.43
5/20/2003	14.53	6.21	40.17	23.18	33.47	20.85	12.86	23.93
5/21/2003	13.39	4.38	38.34	21.35	31.20	19.51	11.95	22.55
5/22/2003	12.09	3.33	37.29	20.31	28.98	19.36	11.10	21.17
5/23/2003	12.88	4.80	38.79	21.79	26.86	19.21	11.70	33.51
5/24/2003	13.59	11.07	25.10	18.08	24.78	26.37	13.21	46.24
5/25/2003	13.17	12.94	48.96	16.94	23.40	33.52	14.97	44.44
5/26/2003	12.88	12.36	39.37	32.37	22.96	34.99	16.79	42.30
5/27/2003	13.17	16.23	35.23	33.23	23.86	36.45	18.37	40.31
5/28/2003	14.02	13.83	38.81	31.82	25.23	34.31	19.60	37.81
5/29/2003	15.01	13.44	37.42	30.43	26.54	32.18	20.39	35.48
5/30/2003	16.14	12.12	36.08	29.10	27.53	30.25	20.81	33.34
5/31/2003	17.84	10.67	34.63	27.65	28.02	28.33	20.86	31.36
6/1/2003	18.97	9.33	33.28	26.30	28.03	26.63	20.78	29.97
6/2/2003	18.26	7.85	31.80	24.82	27.56	24.93	20.51	28.69
6/3/2003	18.55	6.28	30.23	23.25	26.64	23.45	20.02	26.92
6/4/2003	19.40	4.74	28.69	21.71	25.45	21.97	19.54	25.77
6/5/2003	20.84	3.81	27.76	20.78	24.10	21.03	19.36	26.32
6/6/2003	21.72	2.73	26.68	19.70	22.60	20.09	19.22	26.33
6/7/2003	21.83	1.94	25.89	18.91	21.61	19.80	19.04	24.74
6/8/2003	21.72	1.70	25.66	18.68	20.66	19.51	19.24	26.11
6/9/2003	21.58	2.69	26.66	19.67	19.77	21.06	19.63	27.61
6/10/2003	21.44	3.10	27.06	20.08	18.74	22.60	19.94	26.14
6/11/2003	20.78	2.29	26.26	19.27	17.71	22.31	20.08	24.54
6/12/2003	19.91	1.55	25.51	18.53	16.81	22.01	19.98	23.05
6/13/2003	18.77	0.13	24.10	17.11	16.06	20.58	19.69	21.67
6/14/2003	17.50	1.24	22.72	15.74	15.34	19.16	19.22	20.39
6/15/2003	16.48	2.50	21.47	14.48	14.63	17.91	18.59	19.17
6/16/2003	15.18	3.73	20.23	13.25	13.95	16.66	17.82	18.01
6/17/2003	14.07	3.20	20.76	13.78	13.32	17.35	17.47	19.54
6/18/2003	12.91	2.65	21.32	14.34	12.63	18.04	17.43	21.35
6/19/2003	12.12	1.76	22.21	15.22	12.43	19.65	17.65	20.85
6/20/2003	12.57	0.78	23.20	16.21	12.23	21.25	18.13	20.92
6/21/2003	15.29	1.43	22.55	15.56	12.03	20.20	18.87	21.42
6/22/2003	18.01	2.25	21.72	14.73	11.78	19.16	19.55	21.04
6/23/2003	19.28	3.22	20.75	13.77	11.79	18.02	19.99	19.76
6/24/2003	19.09	4.18	19.79	12.80	11.75	16.88	20.13	18.57
6/25/2003	17.50	5.07	18.90	11.91	11.65	15.87	19.97	17.45
6/26/2003	15.21	5.97	23.00	11.01	11.45	14.87	19.54	16.41
6/27/2003	12.83	6.80	25.16	10.18	11.19	13.98	18.88	15.43
6/28/2003	10.31	7.63	16.33	9.35	10.88	13.10	18.04	14.52
6/29/2003	8.21	7.39	20.58	8.59	10.53	12.32	17.16	13.75
6/30/2003	6.65	5.13	14.83	7.85	10.16	11.54	16.24	13.05
7/1/2003	5.95	5.34	18.63	11.64	9.81	15.41	16.42	20.76
7/2/2003	6.40	1.89	22.11	15.11	8.14	19.28	17.34	28.93
7/3/2003	10.08	9.07	33.09	26.08	15.81	29.77	20.74	38.69
7/4/2003	12.97	11.85	33.89	26.87	23.79	40.25	24.95	46.99
7/5/2003	14.05	10.31	31.33	22.32	31.84	45.60	28.99	44.01
7/6/2003	14.10	10.53	34.57	27.55	39.08	50.96	32.34	41.22
7/7/2003	13.65	10.49	34.49	27.49	45.54	48.45	34.85	38.68
7/8/2003	13.20	9.96	33.95	26.96	50.24	45.95	36.54	36.53
7/9/2003	12.35	8.60	32.59	25.59	52.71	43.23	37.38	34.46
7/10/2003	11.30	6.84	30.83	23.83	53.08	40.52	37.79	33.78
7/11/2003	10.51	5.05	42.02	42.03	51.85	38.25	37.94	34.08
7/12/2003	10.00	9.62	46.59	39.60	49.30	35.99	37.83	33.18
7/13/2003	10.48	10.30	56.26	39.28	46.24	36.24	37.94	35.78
7/14/2003	12.43	12.25	56.22	39.23	42.33	36.48	38.42	41.45
7/15/2003	15.04	12.57	44.55	23.55	41.74	41.86	39.32	47.09
7/16/2003	17.22	15.04	34.04	27.04	40.72	47.24	40.09	48.86
7/17/2003	18.32	16.68	35.67	28.67	45.16	48.47	40.46	45.81
7/18/2003	18.80	15.65	27.64	29.64	50.30	49.70	40.46	43.37
7/19/2003	19.00	14.59	44.58	31.58	54.89	48.56	40.43	44.65
7/20/2003	20.44	15.79	39.79	32.79	57.49	47.42	40.66	50.87
7/21/2003	22.03	18.14	72.15	55.14	59.43	49.49	40.73	53.07
7/22/2003	23.81	19.78	73.79	56.78	62.32	51.57	40.42	49.69
7/23/2003	26.82	19.13	73.14	56.13	63.93	50.67	39.67	46.55
7/24/2003	33.41	10.82	74.86	57.83	64.11	49.77	39.64	58.78
7/25/2003	43.61	15.12	69.21	62.16	62.09	54.06	39.83	70.80
7/26/2003	56.07	17.36	65.42	64.39	62.58	58.34	39.90	66.96
7/27/2003	59.47	46.62	80.66	63.64	64.04	57.64	39.62	62.82
7/28/2003	59.75	46.16	80.20	63.18	66.35	56.93	38.91	58.80
7/29/2003	56.35	43.88	77.92	60.90	68.27	53.53	37.77	55.04
7/30/2003	50.97	41.28	75.32	58.30	68.86	50.12	36.37	51.85
7/31/2003	46.16	38.58	72.62	55.60	67.82	47.14	34.89	49.39
8/1/2003	45.31	35.48	69.50	52.49	65.37	44.16	33.38	47.12
8/2/2003	47.29	32.18	66.20	49.19	61.80	41.53	31.79	44.49
8/3/2003	52.10	28.64	62.64	45.63	57.53	38.90	30.09	41.67
8/4/2003	57.48	25.21	59.20	42.20	52.88	36.58	28.35	39.10
8/5/2003	59.75	21.80	59.77	38.78	48.13	34.27	26.59	36.71
8/6/2003	59.18	18.72	59.69	35.70	43.52	32.23	25.00	34.98
8/7/2003	56.35	15.78	59.74	32.75	39.23	30.19	23.54	33.44
8/8/2003	51.82	13.01	56.96	29.98	35.28	28.39	22.15	31.42
8/9/2003	48.14	10.42	48.38	27.40	31.75	26.59	20.90	29.71
8/10/2003	45.02	8.45	52.41	25.43	28.60	25.03	20.07	29.86
8/11/2003	43.89	6.64	50.59	23.61	25.90	23.47	19.54	30.10
8/12/2003	42.48	4.58	38.54	21.55	23.05	22.10	19.10	28.58
8/13/2003	40.78	2.69	46.65	19.66	20.82	20.74	18.69	26.88
8/14/2003	39.36	2.64	40.61	19.62	19.59	20.88	18.69	28.29
8/15/2003	39.93	2.83	41.80	19.81	18.84	21.02	18.97	30.13
8/16/2003	40.49	3.39	42.36	20.37	19.67	21.84	19.24	28.84
8/17/2003	42.76	4.02	43.98	21.00	20.67	22.65	19.54	27.69
8/18/2003	45.31	3.33	47.29	20.31	21.52	21.46	19.74	26.66
8/19/2003	46.44	2.57	47.53	19.54	21.99	20.26	19.97	25.92
8/20/2003	45.31	1.64	46.60	18.61	21.92	19.05	20.07	25.23
8/21/2003	44.46	0.65	46.61	17.63	22.15	17.85	19.96	23.69
8/22/2003	42.48	0.15	43.81	16.83	22.04	17.07	19.64	22.24
8/23/2003	39.64	0.53	43.43	16.44	21.62	16.29	19.57	23.63
8/24/2003	37.10	0.36	44.32	27.34	20.42	17.60	19.76	25.96
8/25/2003	33.41	1.59	35.55	18.56	21.95	18.91	19.96	25.40
8/26/2003	29.17	1.61	35.57	18.59	23.33	18.71	20.00	23.85
8/27/2003	26.36	1.57	35.52	18.54	24.44	18.51	19.82	22.39
8/28/2003	24.07	0.80	34.75	17.77	25.05	17.41	19.41	21.03
8/29/2003	21.83	0.17	33.78	16.80	24.97	16.31	18.80	19.75
8/30/2003	19.60	1.25	32.70	15.72	24.21	15.34	18.02	18.56
8/31/2003	17.33	2.47	31.49	14.51	22.98	14.37	17.11	17.45
9/1/2003	15.06	3.71	30.25	13.27	21.45	13.49	16.11	16.41
9/2/2003	13.03	4.97	28.99	12.01	19.78	12.62	15.06	15.44
9/3/2003	11.10	6.16	27.80	10.82	18.09	11.86	14.00	14.53
9/4/2003	9.49	7.28	26.67	9.69	16.53	11.11	12.97	13.69
9/5/2003	8.81	6.81	27.15	10.17	15.12	12.01	12.52	15.54
9/6/2003	9.51	6.27	27.69	10.70	13.95	12.91	12.34	17.30
9/7/2003	10.93	5.77	28.19	11.21	12.71	14.56	12.34	16.37
9/8/2003	11.92	5.11	28.86	11.87	11.91	16.21	12.38	15.52
9/9/2003	11.86	5.81	28.16	11.17	11.85	15.41	12.39	14.63
9/10/2003	11.02	6.36	27.60	10.62	12.20	14.61	12.35	13.83
9/11/2003	9.83	6.92	27.04	10.06	12.67	13.73	12.25	13.06
9/12/2003	8.44	7.49	26.47	9.49	13.10	12.85	12.04	12.32
9/13/2003	7.19	6.01	25.95	8.97	13.42	12.08	11.72	11.62
9/14/2003	6.23	5.57	25.39	8.41	13.59	11.32	11.31	10.96
9/15/2003	5.55	5.11	24.85	7.86	13.61	10.64	10.82	10.35
9/16/2003	5.01	4.68	24.28	7.29	13.51	9.97	10.28	9.77
9/17/2003	4.33	3.23	23.73	6.75	13.29	9.38	9.70	9.23
9/18/2003	5.47	4.80	23.16	6.18	12.99	8.78	9.17	8.77
9/19/2003	14.95	1.39	32.65	15.63	12.65	16.00	14.29	35.63
9/20/2003	18.15	7.37	41.62	24.49	11.44	23.21	21.74	60.84
9/21/2003	18.69	14.52	48.67	31.59	14.53	33.80	29.52	56.95
9/22/2003	18.52	12.47	56.58	39.52	20.11	44.39	36.48	53.30
9/23/2003	18.38	13.81	57.84	40.82	29.56	42.59	42.31	50.54
9/24/2003	18.89	15.69	59.68	42.68	40.17	40.79	46.94	48.88
9/25/2003	18.04	16.65	60.65	43.65	49.63	38.30	50.15	46.70
9/26/2003	17.33	16.74	60.76	43.75	56.80	35.81	51.94	43.74
9/27/2003	16.45	16.39	60.44	43.41	61.77	33.65	52.44	40.97
9/28/2003	15.60	15.33	59.41	42.37	64.31	31.48	51.98	38.59
9/29/2003	14.81	23.76	57.85	40.81	64.45	29.61	50.69	36.38
9/30/2003	14.02	11.59	45.68	38.63	62.69	27.74	48.75	34.10
10/1/2003	12.80	11.23	53.30	36.26	59.79	26.08	46.31	31.97
10/2/2003	11.47	10.71	40.77	33.74	56.30	24.43	43.52	29.98
10/3/2003	10.05	9.28	38.31	31.29	52.57	22.98	40.53	28.12
10/4/2003	8.72	7.84	35.86	28.85	48.80	21.52	37.43	26.38
10/5/2003	7.45	9.57	43.57	26.57	45.12	20.23	34.33	24.76
10/6/2003	6.43	7.35	41.34	24.34	41.58	18.93	31.30	23.24
10/7/2003	5.55	5.67	39.65	22.66	38.17	18.38	28.40	21.82
10/8/2003	6.03	5.20	39.18	22.19	35.01	17.82	26.54	26.66
10/9/2003	11.47	11.34	45.34	28.33	31.56	24.97	27.64	41.00
10/10/2003	14.92	16.78	50.79	33.78	29.97	32.12	30.01	48.28
10/11/2003	16.99	15.12	55.11	38.11	34.80	37.28	32.69	45.39
10/12/2003	19.82	15.68	59.65	42.66	40.26	42.44	35.03	42.65
10/13/2003	20.39	15.48	59.45	42.46	45.62	40.28	36.73	39.96
10/14/2003	18.12	14.83	58.80	41.81	49.43	38.12	37.72	37.52
10/15/2003	13.93	13.55	57.53	40.54	51.12	35.85	38.14	35.65
10/16/2003	12.46	11.62	55.60	38.61	50.71	33.58	37.95	33.84
10/17/2003	11.02	10.32	53.29	36.30	48.81	31.53	37.19	31.73
10/18/2003	10.17	9.68	50.65	33.66	45.77	29.47	36.00	29.80
10/19/2003	9.77	8.07	48.04	31.05	42.10	27.72	34.45	28.00
10/20/2003	9.32	8.39	45.34	28.36	38.16	25.96	32.62	26.27
10/21/2003	8.72	7.87	42.82	25.84	34.24	24.42	30.60	24.66
10/22/2003	7.99	6.42	40.38	23.40	30.51	22.87	28.49	23.16
10/23/2003	7.25	4.22	38.17	21.20	27.11	21.51	26.35	21.76
10/24/2003	6.57	2.17	36.12	19.14	24.11	20.15	24.22	20.45
10/25/2003	6.20	0.34	34.30	17.32	21.49	18.95	22.15	19.22
10/26/2003	6.14	1.26	32.69	15.71	19.27	17.75	20.33	18.49
10/27/2003	6.29	2.57	31.39	14.41	17.36	16.69	18.90	18.37
10/28/2003	6.74	3.61	30.35	13.36	15.93	15.64	17.94	18.84
10/29/2003	15.91	3.03	37.14	20.08	15.11	18.37	23.84	47.52
10/30/2003	26.39	8.92	43.39	26.15	13.87	21.10	32.58	73.38
10/31/2003	36.53	14.52	48.83	31.67	25.11	25.51	41.69	68.67
11/1/2003	43.04	20.75	54.94	37.84	38.23	29.93	49.79	64.27
11/2/2003	46.16	23.57	57.77	40.67	52.44	28.56	56.19	60.16
11/3/2003	47.29	25.82	60.08	42.95	64.74	27.20	60.66	56.31
11/4/2003	46.44	26.76	61.10	43.93	73.26	25.58	63.26	52.73
11/5/2003	45.31	26.45	60.84	43.64	77.63	23.96	64.15	49.37
11/6/2003	43.61	25.18	59.58	42.38	78.38	22.52	63.64	46.26
11/7/2003	41.91	23.12	57.51	40.31	76.20	21.09	62.13	43.75
11/8/2003	39.64	20.55	54.88	37.71	71.90	19.82	59.79	41.39
11/9/2003	36.81	17.56	51.83	34.69	66.37	18.56	56.87	38.81
11/10/2003	36.25	14.55	48.75	31.65	60.34	17.45	53.52	36.41
11/11/2003	33.70	11.55	45.71	28.63	54.30	16.35	49.91	34.14
11/12/2003	31.15	18.76	42.87	25.81	48.56	15.38	46.16	32.01
11/13/2003	28.88	16.13	40.20	23.16	43.28	14.40	42.38	30.03
11/14/2003	26.36	13.78	37.82	20.80	38.56	13.55	38.67	28.17
11/15/2003	23.45	11.61	35.63	18.62	34.39	12.69	35.09	26.44
11/16/2003	21.18	10.31	33.70	16.69	30.76	11.92	31.68	24.82
11/17/2003	19.17	12.07	31.93	14.93	27.62	11.14	28.50	23.31
11/18/2003	17.41	13.60	30.39	13.39	24.90	10.48	25.54	21.90
11/19/2003	16.08	15.00	28.98	11.99	22.54	9.82	22.83	20.58
11/20/2003	15.77	13.96	30.02	13.03	20.53	11.34	21.00	24.35
11/21/2003	15.66	12.95	31.04	14.04	18.54	12.87	19.67	27.93
11/22/2003	15.46	11.69	32.28	15.29	18.35	15.37	18.61	26.21
11/23/2003	15.12	10.29	33.67	16.68	18.56	17.87	17.67	24.61
11/24/2003	14.72	10.95	33.01	16.03	19.05	17.04	16.77	23.11
11/25/2003	14.07	11.61	32.35	15.37	19.44	16.22	15.87	21.71
11/26/2003	13.34	12.44	31.52	14.54	19.55	15.25	14.96	20.41
11/27/2003	12.60	11.35	30.60	13.62	19.31	14.29	14.05	19.19
11/28/2003	12.15	10.28	29.67	12.69	18.78	13.43	13.15	18.05
11/29/2003	11.69	5.26	28.70	11.72	18.04	12.57	12.30	17.01
11/30/2003	11.24	6.19	27.76	10.78	17.19	11.81	11.48	16.04
12/1/2003	10.73	7.13	26.82	9.84	16.30	11.05	10.70	15.11
12/2/2003	10.11	7.99	25.97	8.98	15.43	10.39	9.95	14.24
12/3/2003	9.43	8.83	25.13	8.15	14.61	9.73	9.23	13.42
12/4/2003	8.92	9.17	24.79	7.80	13.87	9.76	8.55	12.67
12/5/2003	9.15	8.85	25.12	8.13	13.21	9.79	8.45	15.52
12/6/2003	9.63	5.83	28.14	11.15	12.57	14.01	8.61	18.22
12/7/2003	10.22	3.34	30.63	13.64	12.39	18.24	8.86	17.16
12/8/2003	10.51	3.01	30.96	13.97	12.53	18.97	9.07	16.15
12/9/2003	10.62	2.53	31.44	14.45	13.09	19.70	9.20	15.22
12/10/2003	10.87	2.64	31.33	14.34	13.77	19.45	9.22	14.35
12/11/2003	12.63	1.22	32.74	15.76	14.36	19.21	9.96	21.94
12/12/2003	14.95	4.03	38.02	21.03	14.36	25.35	10.95	29.08
12/13/2003	16.76	8.33	42.34	25.33	16.45	31.49	11.89	27.29
12/14/2003	19.17	14.18	48.21	31.19	19.16	36.58	14.45	36.75
12/15/2003	23.50	19.87	53.92	36.89	21.64	41.67	17.53	45.71
12/16/2003	29.73	24.50	58.54	41.52	29.50	45.80	20.46	42.90
12/17/2003	35.40	29.27	53.30	46.28	37.64	49.94	22.93	40.32
12/18/2003	42.76	29.78	53.78	46.77	45.64	47.46	24.81	38.02
12/19/2003	46.44	29.81	53.80	46.81	52.13	44.99	26.02	35.77
12/20/2003	49.55	28.99	52.99	45.99	56.34	42.31	26.59	33.54
12/21/2003	50.97	27.45	51.46	44.45	58.17	39.63	26.59	31.46
12/22/2003	50.40	25.50	59.52	42.51	57.96	37.27	26.10	29.52
12/23/2003	48.70	23.10	57.11	40.10	56.21	34.91	25.23	27.71
